1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	39	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	25	0.00288675	0.00204124
1	25	0.00288675	0.0025
1	25	0.00188982	0.00188982
1	25	0.00166667	0.00144338
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	29	0.00223607	0.00176777
1	29	0.00188982	0.00166667
1	29	0.00138675	0.00111803
1	29	0.00144338	0.00176777
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	33	0.00176777	0.00150756
1	33	0.00223607	0.00188982
1	33	0.00150756	0.00166667
1	33	0.00129099	0.00166667
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
1	39	0.00223607	0.00223607
1	39	0.00204124	0.00166667
1	39	0.00109109	0.00133631
1	39	0.000883883	0.00104257
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
0	21	0.00288675	0.005
0	21	0.00353553	0.00353553
0	21	0.00288675	0.0025
0	21	0.00288675	0.00353553
0	21	0.00288675	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00288675	0.00288675
1	21	0.00288675	0.00288675
1	21	0.00223607	0.00223607
1	21	0.00353553	0.00353553
1	21	0.00353553	0.00353553
1	21	0.00353553	0.00353553
